current_path,filename,extension,size_bytes,primary_family,subfamily,lifecycle_status,authority,usage,scope,project,phase,trajectory,trajectory_role,logical_location_current,logical_location_target,naming_compliance,location_compliance,metadata_profile,content_summary,incoming_references,outgoing_references,duplicate_or_overlap,canonical_candidate,proposed_disposition,proposed_target_path,proposed_target_filename,rationale,risk_level,morris_gate_required,confidence,evidence,reserve_or_question,migration_lot_candidate
projects/interv360/archive/inc-03/README.md,README.md,md,186,F13,,archived,reference,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,E,"# inc-03 — Archive Documents historiques de micro-incréments Interv360. Ces fichiers sont conservés pour traçabilité,",,,no,no,keep,projects/interv360/archive/inc-03/README.md,README.md,Family F13 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/interv360/archive/inc-03/inc-03-merge-summary.md,inc-03-merge-summary.md,md,2487,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-03 Merge Summary **Projet** : Interv360 **Incrément** : INC-03 — Multi Requests Local Demo **Mode,,](https://github.com/mcleland147/sfia-workspace/pull/34),no,no,keep,projects/interv360/archive/inc-03/inc-03-merge-summary.md,inc-03-merge-summary.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-03/inc-03-multi-requests-local-demo.md,inc-03-multi-requests-local-demo.md,md,3759,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-03 Multi Requests Local Demo **Projet** : Interv360 **Incrément** : INC-03 **Cycle** : Multi Requ,,,no,no,keep,projects/interv360/archive/inc-03/inc-03-multi-requests-local-demo.md,inc-03-multi-requests-local-demo.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-03/inc-03-pr-preparation.md,inc-03-pr-preparation.md,md,4849,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-03 PR Preparation **Projet** : Interv360 **Incrément** : INC-03 — Multi Requests Local Demo **Cyc,,,no,no,keep,projects/interv360/archive/inc-03/inc-03-pr-preparation.md,inc-03-pr-preparation.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-03/inc-03-push-and-pr.md,inc-03-push-and-pr.md,md,2795,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-03 Push and PR **Projet** : Interv360 **Incrément** : INC-03 — Multi Requests Local Demo **Cycle*,,,no,no,keep,projects/interv360/archive/inc-03/inc-03-push-and-pr.md,inc-03-push-and-pr.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-04/README.md,README.md,md,186,F13,,archived,reference,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,E,"# inc-04 — Archive Documents historiques de micro-incréments Interv360. Ces fichiers sont conservés pour traçabilité,",,,no,no,keep,projects/interv360/archive/inc-04/README.md,README.md,Family F13 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/interv360/archive/inc-04/inc-04-list-filtering-local-summary.md,inc-04-list-filtering-local-summary.md,md,6438,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-04 List Filtering and Local Summary **Projet** : Interv360 **Incrément** : INC-04 **Cycle** : Lis,,](https://github.com/mcleland147/sfia-workspace/pull/35),no,no,keep,projects/interv360/archive/inc-04/inc-04-list-filtering-local-summary.md,inc-04-list-filtering-local-summary.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/notion-sync/README.md,README.md,md,206,F13,,archived,reference,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,E,# Archive — Notion Sync Logs Anciens journaux et synthèses de synchronisation Notion. Ces documents sont conservés pou,projects/interv360/archive/notion-sync/notion-publication-tooling-check.md; projects/interv360/archive/notion-sync/notion-publication-tooling-check.md,,no,no,keep,projects/interv360/archive/notion-sync/README.md,README.md,Family F13 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/interv360/archive/notion-sync/notion-publication-tooling-check.md,notion-publication-tooling-check.md,md,7957,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — Vérification outillage publication Notion **Projet** : PRJ-INTERV360 **Phase** : 02-architecture **Da,projects/interv360/archive/notion-sync/notion-sync-figma-v1-cmp-publication-log.md; projects/interv360/archive/notion-sync/notion-sync-figma-v1-cmp-publication-preparation.md,,no,no,keep,projects/interv360/archive/notion-sync/notion-publication-tooling-check.md,notion-publication-tooling-check.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/notion-sync/notion-sync-architecture-p1-summary.md,notion-sync-architecture-p1-summary.md,md,5904,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — Préparation sync Notion Architecture P1 **Projet** : PRJ-INTERV360 **Phase** : 02-architecture **Jalo,,,no,no,keep,projects/interv360/archive/notion-sync/notion-sync-architecture-p1-summary.md,notion-sync-architecture-p1-summary.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/notion-sync/notion-sync-architecture-p2-summary.md,notion-sync-architecture-p2-summary.md,md,7135,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — Préparation sync Notion ADR P2 design-impact **Projet** : PRJ-INTERV360 **Phase** : 02-architecture *,,,no,no,keep,projects/interv360/archive/notion-sync/notion-sync-architecture-p2-summary.md,notion-sync-architecture-p2-summary.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/notion-sync/notion-sync-cmp-technical-roadmap-preparation.md,notion-sync-cmp-technical-roadmap-preparation.md,md,6181,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — Préparation sync Notion roadmap technique CMP **Projet** : PRJ-INTERV360 **Type** : Préparation sync go,,,no,no,keep,projects/interv360/archive/notion-sync/notion-sync-cmp-technical-roadmap-preparation.md,notion-sync-cmp-technical-roadmap-preparation.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/notion-sync/notion-sync-cmp-technical-roadmap-sfia-components-blocked.md,notion-sync-cmp-technical-roadmap-sfia-components-blocked.md,md,4867,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — Publication bloquée SFIA Components — CMP Technical Roadmap **Projet** : PRJ-INTERV360 **Type** : Trace,projects/interv360/archive/notion-sync/notion-sync-cmp-technical-roadmap-preparation.md,,no,no,keep,projects/interv360/archive/notion-sync/notion-sync-cmp-technical-roadmap-sfia-components-blocked.md,notion-sync-cmp-technical-roadmap-sfia-components-blocked.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/notion-sync/notion-sync-cmp-technical-roadmap-sfia-components-publication-log.md,notion-sync-cmp-technical-roadmap-sfia-components-publication-log.md,md,3356,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — Publication SFIA Components — CMP-001 Notion Connector **Projet** : PRJ-INTERV360 **Type** : Trace publ,,,no,no,keep,projects/interv360/archive/notion-sync/notion-sync-cmp-technical-roadmap-sfia-components-publication-log.md,notion-sync-cmp-technical-roadmap-sfia-components-publication-log.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/notion-sync/notion-sync-cmp-technical-roadmap-sfia-components-review.md,notion-sync-cmp-technical-roadmap-sfia-components-review.md,md,5679,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — Revue payload SFIA Components — roadmap technique CMP **Projet** : PRJ-INTERV360 **Type** : Revue manue,,,no,no,keep,projects/interv360/archive/notion-sync/notion-sync-cmp-technical-roadmap-sfia-components-review.md,notion-sync-cmp-technical-roadmap-sfia-components-review.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/notion-sync/notion-sync-existing-prompt-library-inventory.md,notion-sync-existing-prompt-library-inventory.md,md,12466,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — Inventaire prompts SFIA existants pour Prompt Library **Projet** : PRJ-INTERV360 **Cible Notion** : SFI,projects/interv360/archive/notion-sync/notion-sync-prompt-library-final-lot-cmp-payload-review.md; projects/interv360/archive/notion-sync/notion-sync-prompt-library-final-lot-preparation.md; projects/interv360/archive/notion-sync/notion-sync-prompt-library-lot1-architecture-security-cmp-payload-review.md; projects/interv360/archive/notion-sync/notion-sync-prompt-library-lot1-architecture-security-preparation.md; projects/interv360/archive/notion-sync/notion-sync-prompt-library-lot2-uxui-v1-governance-cmp-payload-review.md; projects/interv360/archive/notion-sync/notion-sync-prompt-library-lot2-uxui-v1-governance-preparation.md; projects/interv360/archive/notion-sync/pull-request-qa-tester-governance-notion-sync.md,,no,no,keep,projects/interv360/archive/notion-sync/notion-sync-existing-prompt-library-inventory.md,notion-sync-existing-prompt-library-inventory.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/notion-sync/notion-sync-figma-v1-closure-summary.md,notion-sync-figma-v1-closure-summary.md,md,5910,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — Préparation sync Notion — clôture Figma V1 **Projet** : PRJ-INTERV360 **Phase source** : 02-architectur,projects/interv360/archive/notion-sync/notion-publication-tooling-check.md; projects/interv360/archive/notion-sync/notion-publication-tooling-check.md; projects/interv360/archive/notion-sync/notion-sync-existing-prompt-library-inventory.md; projects/interv360/archive/notion-sync/notion-sync-figma-v1-cmp-publication-preparation.md; projects/interv360/archive/notion-sync/notion-sync-prompt-library-lot2-uxui-v1-governance-preparation.md,,no,no,keep,projects/interv360/archive/notion-sync/notion-sync-figma-v1-closure-summary.md,notion-sync-figma-v1-closure-summary.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/notion-sync/notion-sync-figma-v1-cmp-publication-log.md,notion-sync-figma-v1-cmp-publication-log.md,md,4896,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — Publication Notion CMP-001 — clôture Figma V1 **Projet** : PRJ-INTERV360 **Phase source** : 02-architec,projects/interv360/archive/notion-sync/notion-sync-qa-tester-governance-review.md; projects/interv360/archive/notion-sync/notion-sync-qa-tester-governance-review.md; projects/interv360/archive/notion-sync/notion-sync-qa-tester-governance-review.md; projects/interv360/archive/notion-sync/notion-sync-qa-tester-governance-summary.md; projects/interv360/archive/notion-sync/notion-sync-qa-tester-governance-summary.md,,no,no,keep,projects/interv360/archive/notion-sync/notion-sync-figma-v1-cmp-publication-log.md,notion-sync-figma-v1-cmp-publication-log.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/notion-sync/notion-sync-figma-v1-cmp-publication-preparation.md,notion-sync-figma-v1-cmp-publication-preparation.md,md,5011,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — Préparation publication CMP-001 — clôture Figma V1 **Projet** : PRJ-INTERV360 **Phase source** : 02-arc,,,no,no,keep,projects/interv360/archive/notion-sync/notion-sync-figma-v1-cmp-publication-preparation.md,notion-sync-figma-v1-cmp-publication-preparation.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
